,product,title ,rating,body
320,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Side button stopped functioning within few weeks,1,The side button of the watch stopped functioning within 3 weeks of purchase. Its a low quality watch plz refrain from buying it. The company should not make such sub standard products.
321,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Average,3,"Reading for BP,  HR,  SPO2 No at all accurate. Step count is near to accurate.Battery is good but disappointed with only 8 watch faces.Over all not helping with health readings."
322,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product at this price range.,5,"I using this watch from last 10 days, iam fully satisfied, every thing is working fine, at this price range great product."
323,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",It's easy comfortable and effective in use.,5,It's a good product.  In the beginning I face some problems to use it but now I am fully satisfied with product. It's easy and comfortable to use.
324,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Very good product at this price range.,5,Very good product at this price range. Display size is another attraction
325,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Like it,4,"Good battery life, screen quality is very good, easy to use. Not sure about accuracy...Overall good product"
326,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Average watch with performance issue,3,"Okayish watch. No wow factorCons - Battery standby is poor, No wakeup gesture, which is annoying at times. Step count is completely absurd. Issues with notifications at times."
327,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Go for It,5,Amazing product.Fully Satisfied from the product.It gives close to accurate results.Battery backup is also good and brightness is awesome.Luv the product
328,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Please dont buy!!!,1,Suddenly stopped working after 1 month.. Unable to contact with customer care.. Everytime I listen they are busy with another call..
329,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good and smart wear,4,"Great smartwatch. Impressed with data measurement accuracy, screen clarity, metal body and display."
330,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good first impression,5,Good first impressionBut cannot control music in iOS.Cannot silence call in apple phone
331,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",good,3,good watch but battary backup is not that good
332,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Money paid not worth,2,It's an ok product Brand could had justified money paid by making it little more sort of accurate and sensor quality need to be improve
333,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome watch,5,All the functions are working fine....and the design and build quality is feels premium...
334,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Disappointed from all medical feature. Its just a watch😭.,1,In shrotNot recommended.
335,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Op,4,It is good
336,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Most of the time bluetooth disconnect and touch does not work properly. Step count is not accurate.,2,Most of the time bluetooth disconnect and touch does not work properly.Step count is not accurate.Need more improvement.Not satisfied with the product.
337,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Can I return it ?,1,"Battery back up is very poor, hardly 1and half day running..... I can't use this watch with this Battery backup..... and never suggest anyone if not return it."
338,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Please do not buy this its vere bad quality,1,2 times same scratched product they sendFirst I returned then they same scratched watch the given second time .
339,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Worst experiencet stopped working after few days only.. totally disappointed fake product.,1,"Your browser does not support HTML5 video.


   I used this product to track running and different activities.Dont buy it.I choose this after reading reviews but it's total waste ."
340,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awesome 😎,5,"Fire-Boltt Beast has been an amazing one. it's really a beast with 1.69"" HD display. The performance of this watch is great."
341,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product,4,Value for money
342,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",This is the best at this price.,5,I had been searching for smart watch and finally I got this one. This comes with amazing feature and all are very accurate. I really love it and advise to my friends to buy it.
343,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Time,5,Nice
344,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Overall its good.,4,Colour is so nice.. and features are also good. Only problem I am facing is touch. While exercising hands sweat a lot and the touch is not working properly with sweaty hands.
345,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",amzing affordable watch,5,it is similar to aple watches but affordabe. its accuracy is amazing.it shows spo2 and heart rate accurate.but you can buy bolt 360 smart watch also it is of same price
346,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Prompt customer service,3,There was a issue with the product but the fire-boltt customer team was quick to respond & replaced the same.
347,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nicee product,4,The product is very nice.watch looks very stylish and very attractive on hand.also features in watch is quite accurate like spo2 and heart rate monitor.. overall nice product
348,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Thank you Fireboltt Team For Solved My problem Thanks For Good service and support..,5,Thank You Fireboltt Team  For solved my problem And thanks for Good service and Support
349,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent!,5,This watch is loaded with lots of features. Shape size feel everything is perfect. Excellent watch in this price.
350,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A good product not great,3,"Screen quality is good not excellent, need screen guard for scratch, accuracy almost reliable but not 100% , battery life not expecting as information sharing in details..."
351,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Decent product,4,"Good Accuracy, good battery backup.However cannot accept calls."
352,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good display.,5,Really good and well lit display.My father liked it a lot.
353,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product,5,"I liked the continuous heart monitoring and sleep monitoring features.I would have preferred to have pickup call feature,  which is currently not available."
354,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Performance of this product,2,"I will review this product after 6days, I like the color and touch of the watch but not accurate sleep count and step count also battery life is max to max 5days."
355,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent  quality,5,"Your browser does not support HTML5 video.


   Very good watch. Battery  back up for 12 days.Waterproof, reminders for even drink water etc.Worth to buy."
356,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money product,4,Good product at this price range. Built quality is good. SPO2 & blood pressure reading almost OK. The touch is smooth. A fully loaded smart watch at this price is awesome.
357,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Awsum watch,5,Awsum watch
358,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Accuracy of reading hr,Bjp,spo2",4,Meet all expectations as compare to price. Heart rate not showing in Da fit app. Minor issue Bluetooth connectivity & download watch faces. Overall good product.
